session,period,asset,feature,horizon_ms,q,threshold,N,mean_signed_bps,hit_rate
20260905T073818Z_e44d99bd,WE,ETH,gap_depthBoth,10000,0.9,0.6001090906160302,399,0.5137863387181486,0.5238095238095238
20260905T073818Z_e44d99bd,WE,ETH,gap_depthBoth,30000,0.9,0.6001090906160302,253,0.7365319939326528,0.6284584980237155
20260905T073818Z_e44d99bd,WE,ETH,gap_depthBoth,1000,0.95,0.7334299514548669,846,0.1986795402121686,0.1950354609929078
20260905T073818Z_e44d99bd,WE,ETH,gap_depthBoth,2000,0.95,0.7334299514548669,535,0.30054415345567065,0.30467289719626167
20260905T073818Z_e44d99bd,WE,ETH,gap_depthBoth,5000,0.95,0.7334299514548669,330,0.5228721656518829,0.49696969696969695
20260905T073818Z_e44d99bd,WE,ETH,gap_depthBoth,10000,0.95,0.7334299514548669,253,0.7073243822275529,0.5968379446640316
20260905T073818Z_e44d99bd,WE,ETH,gap_depthBoth,30000,0.95,0.7334299514548669,179,0.6838196402095045,0.659217877094972
20260905T073818Z_e44d99bd,WE,ETH,gap_depthL1,1000,0.8,0.46097091006913626,3284,0.10311291638407499,0.13550548112058466
20260905T073818Z_e44d99bd,WE,ETH,gap_depthL1,2000,0.8,0.46097091006913626,1867,0.17363104419282466,0.225495447241564
20260905T073818Z_e44d99bd,WE,ETH,gap_depthL1,5000,0.8,0.46097091006913626,966,0.32780456186680884,0.40165631469979296
20260905T073818Z_e44d99bd,WE,ETH,gap_depthL1,10000,0.8,0.46097091006913626,645,0.4690018328444652,0.5147286821705427
20260905T073818Z_e44d99bd,WE,ETH,gap_depthL1,30000,0.8,0.46097091006913626,351,0.5295063582994908,0.5954415954415955
20260905T073818Z_e44d99bd,WE,ETH,gap_depthL1,1000,0.9,0.6001090906160302,1764,0.13581401051693803,0.1564625850340136
20260905T073818Z_e44d99bd,WE,ETH,gap_depthL1,2000,0.9,0.6001090906160302,1042,0.22385994213014646,0.2562380038387716
