session,period,asset,state,horizon_ms,N,mean_signed_bps,hit_rate,threshold,disp_lo,disp_hi
20260907T221751Z_3abdfd02,NEW12,ETH,low,10000,252,0.559223292567221,0.5793650793650794,0.6578680075813859,0.34306454517913504,0.5738212940685016
20260907T221751Z_3abdfd02,NEW12,ETH,mid,10000,269,0.44628510047228626,0.5650557620817844,0.6578680075813859,0.34306454517913504,0.5738212940685016
20260907T221751Z_3abdfd02,NEW12,ETH,high,10000,343,0.9552643824552375,0.6326530612244898,0.6578680075813859,0.34306454517913504,0.5738212940685016
20260907T221751Z_3abdfd02,NEW12,ETH,low,30000,172,0.4201350032746581,0.5581395348837209,0.6578680075813859,0.34306454517913504,0.5738212940685016
20260907T221751Z_3abdfd02,NEW12,ETH,mid,30000,171,0.7076387061421392,0.5730994152046783,0.6578680075813859,0.34306454517913504,0.5738212940685016
20260907T221751Z_3abdfd02,NEW12,ETH,high,30000,204,1.1331957957777419,0.6176470588235294,0.6578680075813859,0.34306454517913504,0.5738212940685016
20260908T074322Z_1057297f,NEW12,BTC,low,5000,213,0.46714775752876775,0.5164319248826291,0.5664244756906633,0.34179036602399904,0.6070250407280662
20260908T074322Z_1057297f,NEW12,BTC,mid,5000,271,0.2924292565772026,0.47232472324723246,0.5664244756906633,0.34179036602399904,0.6070250407280662
20260908T074322Z_1057297f,NEW12,BTC,high,5000,334,0.6526265228891921,0.5658682634730539,0.5664244756906633,0.34179036602399904,0.6070250407280662
20260908T074322Z_1057297f,NEW12,BTC,low,10000,177,0.5029782120776579,0.536723163841808,0.5664244756906633,0.34179036602399904,0.6070250407280662
20260908T074322Z_1057297f,NEW12,BTC,mid,10000,216,0.3065556128146555,0.49074074074074076,0.5664244756906633,0.34179036602399904,0.6070250407280662
20260908T074322Z_1057297f,NEW12,BTC,high,10000,276,0.7466173449734542,0.6159420289855072,0.5664244756906633,0.34179036602399904,0.6070250407280662
20260908T074322Z_1057297f,NEW12,BTC,low,30000,128,0.45713453815168775,0.546875,0.5664244756906633,0.34179036602399904,0.6070250407280662
20260908T074322Z_1057297f,NEW12,BTC,mid,30000,146,0.6446122502058708,0.5821917808219178,0.5664244756906633,0.34179036602399904,0.6070250407280662
20260908T074322Z_1057297f,NEW12,BTC,high,30000,176,1.0728526160735248,0.6818181818181818,0.5664244756906633,0.34179036602399904,0.6070250407280662
20260908T074322Z_1057297f,NEW12,ETH,low,5000,306,0.5227432379982822,0.545751633986928,0.6319911648082769,0.35698633761652926,0.6192072097031138
20260908T074322Z_1057297f,NEW12,ETH,mid,5000,387,0.5062214355451111,0.5813953488372093,0.6319911648082769,0.35698633761652926,0.6192072097031138
20260908T074322Z_1057297f,NEW12,ETH,high,5000,466,0.8548758701626652,0.6072961373390557,0.6319911648082769,0.35698633761652926,0.6192072097031138
20260908T074322Z_1057297f,NEW12,ETH,low,10000,258,0.5195140437451031,0.5736434108527132,0.6319911648082769,0.35698633761652926,0.6192072097031138
20260908T074322Z_1057297f,NEW12,ETH,mid,10000,299,0.6798082089188754,0.5752508361204013,0.6319911648082769,0.35698633761652926,0.6192072097031138
